id,sentence,difficulty
18,"Le gouvernement de Hanoï, lui, se tourne vers ses amis de la Chine communiste.",C2
19,"A Pékin, l’Aca- démie de médecine traditionnelle revisite la pharmacopée.",C2
20,"Passant en revue 20 000 substances connues pour leur efficacité contre la fièvre, ils exhument le qing hao.",C2
21,La plante n’a rien de rare.,C2
22,"Connue en Occi- dent sous le nom d’Artemisia annua, elle appartient à la famille des armoises, dont l’absinthe est un dérivé.",C2
23,"De ce végétal utilisé en décoction,
des chercheurs chinois extraient, dans les années 1970, le produit actif, baptisé qing hao su (artémisinine).",C2
24,Mais la découverte chinoise se perd dans l’océan du mépris occidental pour la méde- cine traditionnelle et de la méfiance à l’égard de la Chine de Mao.,C2
25,"De surcroît, l’extrait est mis en valeur au beau milieu de la révolution culturelle, ce qui incite les Occidentaux à la méfiance.",C2
26,"Le qing hao su se diffuse uniquement dans la sphère d’influence de Pékin : Vietnam, Cambodge et Sud de la Chine, où 20 millions de personnes souffrent alors du paludisme (100 000 aujourd’hui).",C2
27,La découverte chinoise ne passe pas à l’Ouest.,C2
28,"Il est vrai que, jusqu’à la fin des années 1980, les traitements disponibles sont demeurés actifs.",C2
29,"« A l’époque, le paludisme était beaucoup mieux contrôlé que maintenant.",C2
30,"Quand on voit la notoriété actuelle de l’artémisinine, on ne peut imaginer à quel point nous en ignorions tout à l’époque », témoigne Gilles Roche, directeur du programme « Impact malaria » chez Sanofi-Aventis.",C2
31,"Au début des années 1990, la prise de conscience progressive de l’aggravation des phénomènes de résistance s’opère, alors que les Chinois proposent leurs dérivés d’artémisinine aux laboratoires occidentaux, qui en découvrent la remarquable efficacité.",C2
32,"Les premiers traitements incluant la découverte chinoise, réservés aux types foudroyants de la maladie, sortent quelques années plus tard.",C2
33,"Mais le paludisme est une maladie négligée à la fois par les organisations internationales et par les laboratoires pharmaceutiques, qui ne voient guère l’intérêt d’investir dans un marché largement insolvable.",C2
34,"La consécration arrivera toutefois, en novembre 2001.",C2
35,L’OMS affirme à cette date que « le plus grand espoir mondial de fournir un traitement au paludisme vient de Chine ».,C2
36,"Le médicament Coartem, première bithérapie à base d’artémi- sinine, développé par Novartis, rejoint la liste des « médicaments essentiels » de l’Organisation mondiale.",C2
37,"Combinée à l’usage de moustiquaires et d’insecticides, l’ACT (artemisinine based combi- naison therapy) peut faire baisser la mortalité de 95 %, annonce l’OMS.",C2
38,"La première utilisation à grande échelle a lieu au Kwazulu-Natal (Afrique du Sud), région frappée par une recrudescence spectaculaire de la maladie.",C2
39,"Entre- temps, la mobilisation des malades et des organisations non gouvernementales (ONG) contre le sida a réveillé les acteurs de la lutte contre le paludisme.",C2
40,"L’OMS a lancé le partenariat « Roll
Back Malaria » (« Faire reculer le paludisme »), et un Fonds mondial de lutte commun au sida, au paludisme et à la tuberculose est créé dans le sillage des Nations unies.",C2
41,"L’entrée en force des bithérapies ACT, plus efficaces contre les résis- tances, correspond en outre au moment où les laboratoires, dont l’image a été écornée par leur lutte contre le développement des médicaments génériques dans les pays du Sud et leur refus de mettre à disposition leurs brevets, tentent de se racheter une moralité.",C2
42,"Aujourd’hui, de Novartis à Sanofi-Aventis en passant par GlaxoSmithkline, tous les géants de l’industrie pharmaceutique commercialisent ou annoncent la mise à disposition de bithérapies à base d’artémisinine.",C2
43,"Ils rivalisent d’annonces tendant à démontrer leur volonté de renoncer à faire du profit dans ce domaine pour lequel des partenariats, financés sur fonds publics, ont été montés.",C2
44,"L’augmentation de la superficie agricole de qing hao s’avère stratégique, au moment où la demande de traitements décuple.",C2
45,La récolte chinoise est devenue déterminante pour les laboratoires.,C2
46,"Une production africaine va s’y ajouter : l’Artemisia annua verdit déjà au Nigeria, au Kenya, en Tanzanie et en Ouganda.",C2
47,"Mais les nouveaux produits, dix fois plus coûteux que les médicaments actuels peu efficaces, sont loin d’être parvenus à ceux qui en ont besoin.",C2
48,"La pingrerie des pays du Nord, les ratés du Fonds mondial et de l’OMS s’ajoutent aux ambiguïtés des laboratoires et à l’inertie et à la corruption des administrations africaines, ralentissant la diffusion des ACT.",C2
49,Le quasi-monopole chinois sur la production de la plante de base pèse aussi à la hausse sur les tarifs.,C2
50,"Selon le Beijing News du 24 novembre 2004, « la plante pourrait rapporter des milliards aux laboratoires et aux paysans chinois ».",C2
51,La présence à Yaoundé de représentants de laboratoires chinois témoigne de l’intérêt de Pékin pour le marché africain.,C2
52,"Mais des observateurs prévoient une baisse des prix, sous la pression conjuguée de la concurrence, de la fabrication de médicaments génériques et, prochainement, de synthèse.",C2
53,"En attendant l’arme décisive : le vaccin, dont une centaine de prototypes sont testés et dont les scientifiques les plus optimistes espèrent le lancement dans une dizaine d’années.",C2
54,"Longtemps méprisée par l’Occident, l’herbe du Sechuan n’a pas fini de prendre sa revanche.",C2
55,"Une langue est, tout ensemble, le support de la pensée – une façon d’ordonner sa représentation du monde – et un instrument de communication qui permet aux gens de s’entendre.",C2
56,"Selon son éducation, selon ses goûts, chacun mettra l’accent sur la priorité de l’une ou l’autre de ces fonctions.",C2
57,"L’enfant qui crée son premier mot, c’est-à-dire identifie une certaine production vocale et un objet ou une circonstance, réalise tout ensemble une opération intellectuelle et un acte social.",C2
58,"Il restera, par la répétition, à rapprocher cette identification de celle que réalise l’entourage de l’enfant et, finalement, la communauté linguistique tout entière.",C2
59,Mais jusqu’où s’étend cette communauté ?,C2
60,"D’abord, le mot peut rester, pour l’enfant, teinté par les circonstances particulières de son acquisition, ce qu’on a pu désigner comme ses connotations.",C2
61,Mais l’intégration à la communauté n’en sera guère affectée.,C2
62,"Plus sérieuses sont, en la matière, les divergences entre les membres de la nation, d’une région, d’une province à une autre.",C2
63,"Même s’ils s’entendent parfaitement, les Français ne s’accordent pas, par exemple, sur la façon de désigner l’opération qui consiste à mêler la salade : les uns la touillent, d’autres la brassent ou la fatiguent.",C2
64,"Dans ce cas, les circonstances sont telles qu’une fois présents le saladier, la verdure en cause et les instruments, une invitation à agir suffit, quelle qu’en soit la forme.",C2
65,"Mais ne va-t-on pas, dans bien des situations, se heurter à des divergences d’un bout à l’autre du domaine de la langue ?",C2
66,"Dans le cas du français, on pense aux incompréhensions possibles lorsqu’on passe de l’Hexagone aux pays voisins, aux autres continents ou aux îles lointaines.",C2
67,Le recours aux formes parisiennes pourrait sembler s’imposer.,C2
68,Chacun sait que c’est à partir de Paris que s’est diffusé le français.,C2
69,Mais c’est là que nous allons trouver des résistances.,C2
70,"C’est là qu’il convient, dans les
termes d’Henriette Walter, de distinguer entre Paris-terroir et Paris-creuset.",C2
71,"Toute langue change à tout instant, et non seulement parce que s’y créent sans cesse des formes nouvelles pour des objets nouveaux ou des notions fraîchement dégagées, mais aussi parce que la langue elle- même est un réseau de structures qui se conditionnent les unes aux autres.",C2
72,"Pendant longtemps, par exemple, le terroir parisien a maintenu la différence entre le a d’avant de Montmartre et le â d’arrière de câline, tantôt en repoussant le premier vers l’avant, tantôt en accentuant la profondeur du second.",C2
73,"Mais, finalement, dans Paris-creuset, la masse des nouveaux venus ne s’y retrouvait plus, soit parce que, Méridionaux, ils ne connais- saient pas la différence, ou que, fidèles à une tradition, ils opposaient la brève de patte à la longue de pâte, plutôt que deux timbres nettement distincts.",C2
74,"La solution se trouve dans la progressive désaffection pour une des formes en conflit : face à tache, tâche a reculé, cédant sa place à l’argotique boulot, ailleurs que dans les emplois littéraires ou les expressions figées comme (un travail payé) à la tâche.",C2
75,"Tout ceci devait inciter les linguistes à chercher à localiser les divergences, à déterminer, en France et hors de France, les zones où se maintiennent les formes particulières sur les deux plans des sons et du sens.",C2
76,"Doit-on distinguer entre des provinces, ou, plutôt, entre ce que l’on désigne comme des pays ?",C2
77,"La tâche est longue et ardue, et Henriette Walter l’avait amorcée dans un ouvrage antérieur.",C2
78,"Elle rappelle ici l’existence de ces zones du terroir, comme la Bresse et le Bugey, dont les limites ne se laissent pas cerner comme celles des départements, mais qui peuvent guider le linguiste dans sa recherche des variétés de la langue.",C2
79,C’est surtout dans son développement à travers les siècles et dans sa diffusion dans ce que nous appelons l’Hexagone.,C2
80,Que restera-t-il à la rentrée des acquis de l’année scolaire ?,C2
81,Cerveau et seau de plage jouent-ils les vases communicants ?,C2
82,"Concentrés toute l’année sur les résultats scolaires de leurs enfants, les parents ne sont pas prêts à laisser les bains de mer ou de soleil délaver les tables de multiplication, les plus-que-parfait de l’indicatif et autres théorèmes de géométrie si chèrement acquis.",C2
83,"Pour conjurer les deux mois de vacances, ils achètent donc leur potion en librairie pour un investissement moyen de 7 euros.",C2
84,"Cela s’appelle cahier de vacances, et 4,5 millions d’écoliers et d’élèves n’ont d’autre solution que de lui trouver une place dans leur valise.",C2
85,"Après, c’est une autre affaire.",C2
86,"A tel point que, parmi les parents qui ont investi dans ces produits, 4,4 % déclarent que leur enfant ne l’a jamais ouvert... et 72,2 % qu’il ne l’a utilisé qu’en partie.",C2
87,"Des chiffres tirés d’une des rares enquêtes sur le sujet, réalisée en 2000 (publiée en 2001) par l’Institut de recherche sur l’économie de l’édu- cation (Irédu) auprès des parents de 2 500 enfants de l’académie de Dijon (Côte-d’Or).",C2
88,"Qu’est-ce qui peut bien poser problème dans ces petits livrets pourtant plutôt attractifs pour que seuls 23,4 % de leurs détenteurs arrivent au bout ?",C2
89,"Jeune retraité de l’éducation nationale, Roger Rougier a sa réponse.",C2
90,"« Je les ai subis, et je les ai fait subir à mes enfants, jusqu’à ce que j’ose
m’en affranchir, résume cet inventeur de produits plus ludiques.",C2
91,Je les ai abandonnés le jour où j’ai commencé à faire tenir des cahiers d’été à mes enfants et à créer des jeux avec eux.,C2
92,Je me souviens d’un été durant lequel nous nous étions beaucoup déplacés en caravane.,C2
93,"En quittant chaque étape, mes enfants dessinaient le lieu ou une personne qu’ils y avaient rencontrée.",C2
94,"A la fin des vacances, nous avons assem- blé ces vignettes et créé ensemble un jeu de l’oie.",C2
95,"Comme support d’échange, ça a été fantastique.",C2
96,"Nous ne pouvions pas faire une partie sans que l’un d’eux ne raconte un épisode ou un personnage », rappelle celui qui, ni vu ni connu, a fait, par ce biais, travailler la narration à ses enfants.",C2
97,"Fort de ce succès, Roger Rougier a continué à développer cette approche amusante des appren- tissages.",C2
98,"Très vite, il s’est mis à créer des fiches de logique.",C2
99,"« Je l’ai fait pour ma classe parce que les enfants aiment raisonner, que cela les met en confiance et qu’ensuite ils sont disponibles pour une leçon », se souvient-il.",C2
100,"Ce qui est étonnant, c’est que les énigmes et les problèmes conçus pour la classe régalent aussi les petits vacanciers.",C2
101,"Explication de l’auteur : « Ce sont des jeux qui obligent à une réflexion, un travail intellectuel ; mais l’idée de jeu masque le côté labeur ».",C2
102,"Vendus sous forme de petits formats noir et blanc, ses Jeux pour s’entraîner à raisonner (Retz) ou ses Jeux de calcul mental (Retz) trompent bien leur petit monde !",C2
103,"Pas au point qu’il faille en limiter la consommation, mais tout de même...
D’autres éditeurs exploitent le créneau, et Internet regorge de sites intéressants qui permettent une approche moins scolaire, certes, mais tellement plus amusante, des mathématiques.",C2
104,"Comme Jean-Christophe Deledicq, un informa- ticien fondateur de la librairie des maths, pour qui « il y a tellement de manières d’aimer les mathématiques [qu’il propose] de nombreux produits plus ou moins littéraires, plus ou moins ludiques ».",C2
105,"Son espace virtuel, unique en son genre, fête ses deux ans d’existence, et propose une belle collection d’alternatives au cahier de vacances.",C2
106,"« Si j’étais parent d’un collégien, je lui conseillerais de lire cet été Le Bizarre Incident du chien pendant la nuit, de Mark Haddon (Nil et Pocket Jeunesse), de jouer au Triolet (Editions Tilsit), qui est une sorte de Scrabble des nombres, deux nouveautés intéres- santes.",C2
107,Mais d’autres pourront préférer L’Assassin des échecs (Le Pommier) ou Les Annales du Kangourou (Editions du Kangourou) ».,C2
108,"Pour Jean- Christophe Deledicq, l’essentiel est que l’enfant se fasse plaisir tout en révisant.",C2
109,Français et mathématiques sont personne ne s’en étonnera les deux disciplines les plus révisées durant l’été.,C2
110,"Pour mieux maîtriser son langage en septembre qu’en juin, l’écrivain Yak Rivais propose une approche très personnelle qui n’en finit pas de séduire.",C2
111,Cet auteur tellement lu pour sa Grammaire impertinente propose aussi... des Jeux pour lire vite (Retz).,C2
112,De quoi faire aimer la grammaire aux plus récalcitrants !,C2
113,"Qui résiste en effet au plaisir de « schtroumpfer » son texte, c’est-à-dire d’y remplacer tous les verbes d’action et les participes passés par le verbe « schtroump- fer », correctement accordé, bien sûr ?",C2
114,Qui se refuserait à trouver le plus rapidement possible le mot le plus long d’un petit texte ?,C2
115,"Le tout, les mains dans les poches, puisque le principe de ces jeux, c’est que l’enfant « travaille » toujours sans crayon.",C2
116,"Il croit s’amuser, alors qu’il est en train de travailler !",C2
117,"Comme avec Les sorcières sont NRV (Ecole des loisirs), qui n’ont pas pris une ride depuis 1988, et où articles, adverbes et pronoms entrent dans une danse endiablée, ou encore avec LFHE la sorcière (Ecole des loisirs), où cette fois ce sont les adjectifs qui sont prestidigitisés.",C2
118,"D’autres auteurs ont exploité ce terrain comme Erik Orsenna et ses Chevaliers du subjonctif, sorti à l’automne 2004 (Le Monde de l’éducation n° 328, septembre 2004).",C2
119,"Pour Yak Rivais, le langage fait certes travailler le cerveau, mais aussi l’œil et l’oreille.",C2
120,"Celui qui, à 65 ans, apprécie toujours autant ses visites dans les classes, estime que les parents ont parfois trop négligé des choses très simples.",C2
121,"A ses yeux, en effet, tout commence avec les comptines, et si autant d’enfants ne maîtrisent pas suffisamment leur langue maternelle aujourd’hui, c’est qu’on a un peu oublié de les aider à développer leur oreille.",C2
122,« Comment voulez-vous demander une analyse grammaticale ou parler du pronom relatif à un enfant qui n’emploie que des propositions juxta- posées ?,C2
123,"Le travail sur le langage doit se faire tous les jours, en aidant l’enfant à construire des phrases de plus en plus élaborées, mais aussi en lui enseignant la musicalité de la langue très jeune grâce à ces comptines, insiste- t-il.",C2
124,Autant d’acquis essentiels qui n’interdisent pas la révision d’un ou deux points pour l’enfant qui en a vraiment besoin ou envie.,C2
125,L’idéal est évidemment que le parent sache sur quelles notions son enfant a achoppé durant l’année.,C2
126,"Mais, attention, repartir du cours qui n’a pas été compris n’est pas la panacée.",C2
127,"« Si les parents refont l’école à la maison, c’est perdu.",C2
128,C’est comme s’ils redonnaient des épinards à celui qui ne les aime pas.,C2
129,"S’ils s’y prennent autrement, alors c’est un plus », note Claire, une enseignante de CM2.",C2
130,"Comme le rappelle le directeur du laboratoire de psychologie cognitive de l’université de Cler- mont-Ferrand (Puy-de-Dôme), Michel Fayol, le rôle des parents n’est pas de se transformer en répétiteur, mais de répondre à un besoin ou à une envie.",C2
131,"Une limitation d’autant plus efficace que, comme le rappelle le chercheur, « les apprentis- sages distribués sont plus efficaces que les appren- tissages regroupés ».",C2
132,"Autrement dit, il ne faut pas dégainer des révisions tous les jours.",C2
133,"« Une fois par semaine suffit en général à ne pas oublier une ou deux choses, et un peu plus à la veille de la rentrée », estime-t-il.",C2
134,Juste assez pour prendre la pleine mesure du bonheur d’être en vacances !,C2
135,Il se produit en général sur des informations mal enregistrées.,C2
136,"Ainsi, un texte mémorisé une seule fois est oublié au bout de quelques jours.",C2
137,"Mais il peut aussi se produire sur des informations bien enregistrées qu’on a du mal à retrouver dans la grande bibliothèque de notre mémoire », rappelle Alain Lieury, universitaire spécialiste de la mémoire.",C2
138,"Pour ce scientifique qui travaille depuis trente ans sur le sujet, le fait de « revoir » une notion permet de mieux la mémoriser.",C2
139,"Une mémoire lexicale qui enregistre la carrosserie des mots, et une mémoire sémantique qui compile du sens.",C2
140,"Le « rebâchage » envoie les données dans la première mémoire, tandis que plusieurs approches différentes d’un même sujet vont permettre de dégager du sens et d’envoyer les don- nées communes au cœur de la mémoire sémantique »,
explique-t-il.",C2
141,"Ainsi, un enfant qui a appris une leçon très scolaire sur un sujet, et qui durant ses vacances verra un documentaire sur le même thème, trouvera matière à faire passer ce qu’il y a de commun entre les deux dans sa mémoire sémantique.",C2
142,"Si la connaissance est convoquée une troisième fois, lors de la visite d’un musée par exemple, elle sera encore mieux assimilée et il sera d’autant plus facile de se la remémorer ensuite.",C2
143,"« Parce que les révisions aident à faire retrouver la trace du rangement au sein de sa mémoire, ajoute-t-il.",C2
144,Un enfant peut avoir parfois l’impression d’avoir complètement oublié une connaissance acquise durant l’année scolaire.,C2
145,Un simple indice donné durant les vacances va lui permettre de remonter le fil et de la retrouver.,C2
146,"Revue une fois, elle sera cette fois plus facilement accessible »

A qui profite le temps estival ?",C2
147,"La réponse des chercheurs de l’Irédu, établie à partir de l’ana- lyse du travail estival des niveaux scolaires en juin et en septembre de 2500 enfants de CM1 de l’académie de Dijon, est sans appel.",C2
148,Une « veille scolaire » intelligente est efficace.,C2
149,Cette attitude se lit moins à travers le support choisi (cahier ou pas cahier) que dans l’attitude éducative des familles.,C2
150,On peut faire des mots croisés ou visiter un musée et progresser.,C2
151,On peut réviser ses conjugaisons et ne pas les savoir mieux à la rentrée !,C2
152,"Pourtant, globalement, les chercheurs ont noté qu’un cahier de vacances terminé par l’enfant « améliore ses connaissances dans toutes les disciplines, avec un effet très marqué en mathématiques ».",C2
153,"Mais ils ont aussi noté que le logiciel éducatif est lui aussi efficace, comme les activi-
tés organisées par les familles elles-mêmes.",C2
154,"« A certains enfants, ceux des milieux les plus favorisés, ces deux mois permettent de bénéficier à temps plein de leur environnement plus favorable et d’activités, parfois en apparence peu scolaires, qui renforcent leurs compétences ; à d’autres il fournit l’occasion de s’atteler à un véritable travail, assez structuré, fortement encadré, qui doit conduire au minimum au maintien des acquis scolaires.",C2
155,"Ceux qui ne participent pas au mouvement, peu sollicités par leur famille, ou rebelles à leur demande, ont de fortes chances de se laisser distancer dans la compétition, dont ils pensent, à tort, que la reprise officielle n’est programmée qu’à la rentrée scolaire ».",C2
156,"Bref, même en maillot de bain, un écolier reste un écolier !",C2
157,"C’est déjà le cas avec la finance où ce sont des robots-logiciels qui prennent les décisions car ils sont les seuls à pouvoir réagir à la nanoseconde avec l’inconvénient qu’ils puissent surréagir avec les résultats que l’on sait... Pour une entreprise de production de biens, « l’usine », ce sera toujours la raison économique qui déterminera le pourcentage et le degré d’automatisation.",C2
158,"Paul Andreu, l’architecte de l’aéroport de Roissy (du terminal 1 au terminal 2E-K) ainsi que de l’Opéra de Pékin entre autres, s’était demandé s’il devait installer des portes automatiques dans un aéroport qu’il était en train de concevoir comme le requérait tout aéroport digne de ce nom car, après un rapide calcul à partir des conditions locales, le coût d’achat et surtout de maintenance d’une porte automatique revenait plus cher que le salaire d’un portier qui pouvait nourrir une famille avec... ce que la porte était bien incapable de faire !",C2
159,"C’est pourquoi, il décida de remplacer les habituelles portes automatiques par des portiers en superbe livrée, ce qui donna un caractère très luxueux à cet aéroport.",C2
160,"L’histoire ne dit pas si, après quelques années, l’aéroport ne s’est pas débarrassé des portiers et a laissé le voyageur se débrouiller tout seul !",C2
161,"Pour d’autres types d’entreprises, les décisions continueront à nécessiter la présence d’humains, mais avec probablement pas beaucoup plus de compétences que celles d’un robot.",C2
162,"Et qu’on ne s’y trompe pas, l’automatisation permise par le numérique ne touche pas que les emplois les moins qualifiés.",C2
163,Des algorithmes de trading* remplacent parfois avantageusement des traders.,C2
164,"Des journalistes sportifs et financiers commencent à être remplacés par des intelligences artificielles aux États-Unis, capables d’analyser et de présenter des résultats.",C2
165,Et un algorithme a même été nommé au conseil d’administration d’une entreprise récemment.,C2
166,"C’est aussi le cas pour les pilotes et chauffeurs, puisque vont débarquer les véhicules qui se dirigent tout seuls.",C2
167,"C’est bien une crise de l’emploi vers laquelle on se dirige, et elle nous est promise par Bill Gates* : « La substitution logicielle, qu’elle concerne les chauffeurs, les serveurs ou les infirmières, progresse.",C2
168,"Sur la durée, la technologie va réduire la demande en emplois, particulièrement au bas de l’échelle des compétences.",C2
169,"Dans 20 ans, la demande de main-d’oeuvre pour beaucoup de compétences sera substantiellement plus faible.",C2
170,Je ne pense pas que ce soit intégré dans le modèle mental des gens.,C2
171,"» Car sans emploi, plus de salaire, plus de consommation, et l’économie s’écroule.",C2
172,"Ce n’est pas forcément une nouvelle catastrophiste si, d’ici là, on peut repenser sérieusement notre rapport au travail, au salariat et à la répartition des richesses.",C2
173,"Sinon, les hommes ne seront plus seulement en concurrence de « compétitivité » entre eux mais contre les machines, avant un effondrement du système économique.",C2
174,"La question qui se pose ici est : est-ce que cette nouvelle révolution industrielle par le numérique, qui pousse bien plus loin l’automatisation des tâches, ne va pas créer une sérieuse crise de l’emploi ?",C2
175,"Le discours convenu explique que les robots remplacent les tâches pénibles et répétitives et poussent les hommes vers des emplois plus qualifiés, plus gratifiants.",C2
176,Ce qu’on entend depuis les premiers robots.,C2
177,"Lorsque les pompistes ont disparu, que les caissières ont été remplacées par des caisses automatiques...",C2
178,"Le million d’ouvriers chinois en passe de perdre leur emploi ne va pas devenir cadre, créatif ou autre.",C2
179,Il va perdre son emploi car il ambitionne d’être payé plus de 300 euros par mois et qu’un robot est plus productif et moins cher.,C2
180,Les robots humanoïdes n’en sont qu’à leurs balbutiements.,C2
181,Mais un monde où humains et robots se côtoient n’est pas si lointain.,C2
182,"La start-up parisienne Syntheligence présente Lighty, un robot au visage d’homme pour passer des émotions.",C2
183,"Un visage humain est projeté sur un masque de plastique, et il s’adapte à son interlocuteur (rire, larmes, dédain, gêne, neutre...).",C2
184,Mais gare à ne pas aller trop loin dans l’humanisation.,C2
185,"Le Japonais Hiroshi Ishiguro a ainsi créé son double robotique en latex, baptisé Geminoïd, bluffant de réalisme (aussi bien les cheveux que la peau ou l’expression des yeux) mais tout aussi dérangeant.",C2
186,"Le roboticien japonais Masahiro Mori a ainsi théorisé la « vallée dérangeante » (aussi appelée « vallée de l’étrange »), une courbe selon laquelle plus le robot paraît humain, plus il suscite de la sympathie jusqu’au point où la forte ressemblance provoque une forte répulsion.",C2
187,"L’apprentissage du code, et plus largement d’une culture générale du numérique, à l’école est une mesure réclamée depuis longtemps par l’Académie des sciences, soutenue par des acteurs qui comptent dans le secteur numérique.",C2
188,"[...] Selon un sondage publié en mai dernier par BVA (société française de sondages) et le Syntec Numérique (fédération professionnelle du secteur informatique) favorable à la mesure, 87 % des Français seraient même d’accord pour que la programmation informatique soit enseignée à l’école (24 % à partir du primaire, 41 % à partir du collège).",C2
189,Mais cette initiative suscite par ailleurs de nombreuses réticences.,C2
190,On entend souvent l’argument selon lequel on n’a pas besoin de connaître la mécanique pour apprendre à conduire.,C2
191,"Le nombre insuffisant de professeurs formés est également un frein pour beaucoup d’adversaires de cette mesure, qui la jugent inapplicable.",C2
192,"Entre ceux qui ne jurent que par l’introduction de l’informatique dans l’enseignement obligatoire, et ceux qui ont peur que l’on veuille transformer le primaire en une grande école d’informatique, il existe pourtant des pistes pour initier les enseignants et favoriser un passage du périscolaire au scolaire, sans avoir à attendre une réforme du socle commun* qui prendra des années.",C2
193,"L’action de la fondation La Main à la pâte, qui oeuvre depuis près de 20 ans pour enseigner la science différemment à l’école, est un exemple dont on pourrait s’inspirer.",C2
194,"La Fondation La Main à la pâte a été créée en 2011, dans la continuité de l’opération du même nom lancée en 1995 par l’Académie des sciences à l’initiative du prix Nobel de physique, Georges Charpak.",C2
195,"Cette action avait pour objectif, dès l’origine, d’aider les professeurs à enseigner la science et la technologie en mettant en oeuvre une pédagogie privilégiant l’expérimentation, la discussion, une pratique active et collective.",C2
196,"L’idée était de stimuler chez les élèves l’esprit scientifique et les capacités d’expression, de favoriser leur compréhension du monde, et de leur permettre de mieux jouer leur rôle de citoyen en proposant des projets pédagogiques orientés vers des questions de société (éducation à la santé, au développement durable...).",C2
197,Chacun de ces projets touche en moyenne 10 000 classes.,C2
198,"Une des originalités de la fondation est d’impliquer la communauté scientifique dans la création des ressources pédagogiques, l’accompagnement des classes et la formation continue des enseignants.",C2
199,"« Ce qui n’a l’air de rien mais constituait une véritable révolution de palais à l’époque, au ministère de l’éducation nationale », confie David Wilgenbus, responsable du secteur production de ressources à La Main à la pâte.",C2
200,"Un enseignement fondé sur l’expérimentation et la pratique, des objectifs d’apprentissage transversaux, des actions tournées en priorité vers la formation continue des enseignants, menées en collaboration avec la communauté scientifique et professionnelle : le travail de défrichage réalisé par la fondation dans le domaine des sciences pourrait s’appliquer parfaitement à la problématique de l’enseignement de la culture informatique.",C2
201,"À vrai dire, La Main à la pâte a déjà commencé à réfléchir à la question.",C2
202,"Depuis un peu plus de trois ans, elle a commencé à s’intéresser à l’enseignement des mathématiques en lien avec les sciences et la technologie, et, depuis deux ans, aux sciences cognitives, sous l’angle de l’éducation à la santé.",C2
203,"En partenariat avec l’INPES (Institut National de Prévention et d’Éducation pour la Santé), elle a mis en place un programme sur l’addiction aux écrans, qui aborde le fonctionnement du cerveau, à la limite des neurosciences.",C2
204,Il a rencontré un grand succès dans les écoles.,C2
205,Plusieurs milliers de classes ont participé à ce projet.,C2
206,"« On s’est alors dit que le terrain commençait à être favorable pour l’informatique », raconte David Wilgenbus.",C2
207,« Le numérique est un pan de la science.,C2
208,"Ce ne sont pas des mathématiques appliquées, ni juste de la programmation, ni de l’électronique.",C2
209,"» Un projet sortira dans deux ans, en partenariat avec l’INRIA (Institut National de Recherche en Informatique et en Automatique).",C2
