id,sentence,difficulty
43,"C’est ainsi qu’à la fin du XIXe siècle est née l’idée d’une langue universelle (on a même songé à revenir au latin), qui a donné lieu à une prolifération de langues artificielles.",C1
44,"Le volapük a été la première d’entre elles, tandis que l’espéranto a connu le plus vifsuccès et la plus grande longévité.",C1
45,"Plus près de nous, l’internationalisation des marchés financiers, la diffusion de l’information par les médias électroniques et les autres avatars de la mondialisation ont intensifié la menace qui pesait déjà sur les « petites » langues.",C1
46,Une langue qui n’est pas employée sur Internet « n’existe plus » dans le monde moderne.,C1
47,Le rythme d’extinction des langues a ainsi atteint des proportions sans précédent dans l’histoire : 10 par an à l’échelle mondiale.,C1
48,"Selon les pronostics, de 50 à 90 % des langues parlées aujourd’hui mourront au cours de ce siècle.",C1
49,L’immense majorité des langues serait-elle condamnée à disparaître à court terme ?,C1
50,Les linguistes estiment qu’un idiome ne peut survivre qu’à condition de compter au moins 100 000 locuteurs.,C1
51,"Or, sur les quelque 6 000 langues qui existent actuellement dans le monde, la moitié compte moins de 10 000 locuteurs et un quart moins de 1 000.",C1
52,"Depuis qu’elles se sont diversifiées, au moins 30 000 sont nées et se sont éteintes, souvent sans laisser de trace.",C1
53,A cette très grande mortalité correspond une durée moyenne de vie relativement courte.,C1
54,"Rares sont celles qui, comme le basque, l’égyptien, le chinois, le grec, l’hébreu, le latin, le persan, le sanskrit, le tamoul et quelques autres ont soufflé leurs 2 000 bougies.",C1
55,"Ce qui est nouveau, en revanche, c’est la vitesse à laquelle elles périssent en ce moment.",C1
56,"En remontant dans le temps, on s’aperçoit que le déclin de la diversité linguistique a été considérablement accéléré par les conquêtes colonialistes européennes qui ont éliminé au moins 15 % des langues parlées à l’époque.",C1
57,"[...] La naissance des Etats-nations, dont l’unité territoriale était étroitement liée à leur homogénéité linguistique, a également joué un rôle décisif dans la consolidation des langues adoptées comme nationales, et la marginalisation des autres.",C1
58,"Déployant de gros efforts pour instaurer une langue officielle dans l’éducation, les médias et l’administration, les gouvernements ont consciemment visé l’élimination des langues minoritaires.",C1
59,Les conséquences de la disparition des langues sont graves à plus d’un titre.,C1
60,"Si nous devenions tous uniformément monolingues, notre cerveau en serait affecté, au point de perdre une partie de notre créativité linguistique innée.",C1
61,Toute tentative de remonter aux origines du langage humain deviendrait impossible et le mystère de la « première langue » ne serait jamais percé.,C1
62,"Par ailleurs, avec la mort de chaque langue, un volet de l’histoire de l’humanité se referme.",C1
63,"Les langues ne sont pas seulement le moyen privilégié de communication entre les humains, elles incarnent la vision du monde de leurs locuteurs, leurs imaginaires, leurs façons de véhiculer le savoir.",C1
64,[...] Le danger qui pèse sur le multilinguisme est analogue à celui qui concerne la biodiversité.,C1
65,"[...] Ainsi, une grande partie des espèces végétales ou animales en péril ne sont connues à l’heure actuelle que par certains peuples, dont les langues s’éteignent.",C1
66,"En mourant, elles emportent avec elles tout un savoir traditionnel sur l’environnement.",C1
67,"Pour dissuader ses lycéens de faire les Beaux-arts, l’École du cirque ou un diplôme d’arts du spectacle, un proviseur avait coutume de leur raconter cette histoire : « J’avais deux copains.",C1
68,"Chaque fin de semaine, ils partaient ensemble en randonnée dans les Alpes.",C1
69,"Le bac en poche, le premier d’entre eux choisit d’en faire son métier.",C1
70,"Chaque vendredi, il s’envole vers les plus beaux sommets d’Europe.",C1
71,"Il s’offre les meilleurs guides, gravit les montagnes, s’épanouit... Lequel des deux assouvit le mieux sa passion ?",C1
72,"Grâce à cette anecdote, le proviseur s’enorgueillissait de n’envoyer aucun bachelier vers des filières bou- chées.",C1
73,"Seulement voilà : depuis trois ans, le proviseur se fait plus discret.",C1
74,"Le directeur financier, sans doute moins heureux qu’il l’affichait, a tout abandonné : son travail, son entreprise, sa vie parisienne et son appartement cossu.",C1
75,Il a ouvert un gîte de randonneurs en Haute-Savoie... Ses enfants l’ont traité de fou.,C1
76,Il suffit de se promener dans une campagne française pour prendre la mesure du phénomène.,C1
77,Des panneaux « chambres d’hôtes » ont fleuri partout le long des routes.,C1
78,"En vingt ans, leur nombre est passé de 4500 à plus de 30 000, selon la direction du Tourisme du ministère de l’Emploi, qui ne recense que les maisons d’hôtes labellisées par les principales organisations touristiques.",C1
79,"Et chaque année, 2500 Français créent un gîte rural, une aventure pourtant risquée.",C1
80,"Plus qu’à un changement de métier, c’est à un changement de vie auquel aspirent ces individus.",C1
81,"Citadins pour la plupart, ils ont entre 30 et 50 ans, avec une tendance au rajeunissement ; ils sont « installés » sur le plan professionnel, en couple ou seuls.",C1
82,"Ils se disent prêts à quitter travail et confort, à s’éloigner de leurs amis, à « gagner moins pour vivre mieux ».",C1
83,"Une fois leur projet abouti, ils parlent de liberté, d’harmonie, de renaissance.",C1
84,"En kiosque depuis le 1er mars, le magazine Changer tout résume l’ambition de leur reconversion.",C1
85,"« Nous avions l’intention d’appeler ce journal Changer de vie, révèle sa fondatrice.",C1
86,"Mais au dernier moment, nous nous sommes rendus compte que ce titre était déjà déposé par un producteur de télé- vision.",C1
87,"Le changement personnel, valorisé depuis une trentaine d’années, serait-il devenu une incantation collective ?",C1
88,"Pour la sociologue, auteur de Reconver- sions professionnelles volontaires, ce mouvement est à la fois individuel et social.",C1
89,"Certes, l’individu, actif et volontaire, est le seul initiateur de sa reconversion.",C1
90,"Mais la société, en érigeant en diktat le changement et la « vocation de soi », en fait une expérience sociale.",C1
91,"Ce phénomène, poursuit la sociologue, résulte à la fois de la crise de l’emploi, qui encourage chacun à être plus mobile, et d’un bouleversement des valeurs qui cimentent la société : « Jusqu’aux années 1970, le projet de vie des individus était surtout construit à partir des catégories de la famille heureuse, de l’accession à la propriété familiale.",C1
92,"Aujourd’hui, il est davantage question de réalisation de soi, de quête de l’identité personnelle.",C1
93,"» Le mythe du retour aux sources, l’engouement écologique, le rejet des transports en commun et des rythmes professionnels épuisants peuvent aussi constituer de puissants ressorts.",C1
94,"Si sept millions de citadins rêvent de refaire leur vie aux champs, tous ne passent pourtant pas à l’acte.",C1
95,"« Il y a toujours un événement déclencheur », constate la directrice de Changer tout.",C1
96,"Elle-même a quitté Paris et son poste de directrice de la rédaction d’un magazine télé, il y a neuf ans, pour fonder sa propre agence dans le Gers.",C1
97,"« Mon fils, allergique à la pollution, a fait une crise d’asthme terrible, se souvient-elle.",C1
98,"En quinze jours, j’ai tout vendu, et je suis partie m’installer dans le Gers.",C1
99,"Une sociologue, qui a réalisé une enquête qualitative, utilise la métaphore de l’autocuiseur pour caractériser ce « scénario de crise » qui conduit l’individu à une remise à plat de son expérience.",C1
100,"Une crise survient à l’issue d’une période de quelques mois, pendant laquelle la pression – professionnelle, familiale ou existentielle – ne cesse de monter.",C1
101,Une dispute avec un patron peut faire « sauter le couvercle ».,C1
102,"Des événements privés – séparation, naissance, deuil ou problème de santé – peuvent aussi jouer un rôle clé dans la reconversion.",C1
103,"« L’importance du changement opéré provient de ce que cette crise traverse diverses sphères de la vie, les contamine mutuellement .",C1
104,"Ici, tout est mêlé et accéléré », souligne la sociologue.",C1
105,"Il n’est guère étonnant, dès lors, que la bifurcation professionnelle et le déménagement prennent des allures de « conversion identitaire ».",C1
106,Elle oblige à une réflexion sur soi-même et à un inventaire des possibles.,C1
107,"Cette introspection est un préalable à la planification de son projet, alors vécu comme un choix positif.",C1
108,Il reste un mystère : pourquoi l’ouverture d’une chambre d’hôtes reste le fantasme premier des Français qui souhaitent changer de vie ?,C1
109,"Il existe après tout mille manières de refaire sa vie : partir à l’étranger, faire de l’humanitaire, passer un concours de la fonction publique, se lancer dans une carrière artistique... Dans Changer de vie.",C1
110,"Se reconvertir, mode d’emploi, les deux auteures donnent des indices.",C1
111,"À partir de récits de vie, elles dissèquent les motivations des candidats à la reconversion professionnelle.",C1
112,"Elles établissent cinq catégories : se mettre au vert, se mettre à son compte, se consacrer aux autres, vivre sa passion, partir loin.",C1
113,"Quelle activité, sinon l’hébergement touristique, permet de conjuguer toutes ces motivations ?",C1
114,"Pour se lancer, il est préférable d’avoir quelques finances et un bon carnet d’adresses.",C1
115,"Avec une rentabilité de 1500 à 3000 euros par chambre et par an, l’aventure tourne parfois court.",C1
116,"Forts des expériences, parfois malheureuses, de leurs aînés, certains jeunes anticipent.",C1
117,"Dans les écoles de commerce, dans les couloirs de places financières, il arrive aujourd’hui de croiser de jeunes adultes de 20 ou 25 ans qui prévoient d’ouvrir une maison d’hôtes « dans une quinzaine d’années ».",C1
118,Une crise du milieu de vie en somme inscrite dans leur plan de carrière.,C1
119,"Lorsqu’une culture est assimilée par une autre, la langue menacée subit un processus qui passe généralement par trois étapes.",C1
120,"Dans un premier temps, les locuteurs subissent une très forte pression – politique, sociale ou économique – pour parler la langue dominante.",C1
121,"Ce phénomène peut venir d’en haut, sous forme de mesures d’incitation, de recommandations ou de lois, ou bien de la base, par la pression du groupe ou en raison de la nécessité économique.",C1
122,"On maîtrise de mieux en mieux la nouvelle langue, tout en étant toujours compétent dans l’ancienne.",C1
123,"Puis, souvent très rapidement, le bilinguisme commence à s’estomper, et l’ancienne langue cède le pas à la nouvelle.",C1
124,"Cela débouche sur la troisième phase, au cours de laquelle la jeune génération s’identifie de plus en plus à la nouvelle langue, l’ancienne ayant à ses yeux moins d’intérêt.",C1
125,"Il arrive souvent à ce stade que parents et enfants
éprouvent une certaine honte à utiliser l’an- cienne langue.",C1
126,"Les familles qui continuent de la parler voient diminuer le nombre de leurs interlocuteurs et, le domaine d’usage se rétrécissant, cela aboutit à la création de « dialectes fami- liaux ».",C1
127,"Dans le cas de beaucoup de langues, il est trop tard pour faire quoi que ce soit, parce que les locuteurs sont soit trop peu nombreux soit trop âgés, ou bien parce que la communauté linguistique est trop occupée par ailleurs à essayer de survivre.",C1
128,Mais bien d’autres langues n’en sont pas à ce stade et on peut encore dans bien des cas les revitaliser.,C1
129,"Mais il faut pour cela qu’un certain nombre de condi- tions soient réunies : la communauté elle- même doit avoir envie de sauver sa langue ; la culture plus vaste dans laquelle elle s’inscrit doit respecter les langues minoritaires ; et il faut des fonds pour financer les cours, le matériel péda- gogique et les enseignants.",C1
130,(...) La disparition des langues devrait nous préoccuper au même titre que celle des espèces animales ou végétales.,C1
131,Des décennies de sensibilisation à l’écologie ont fini par nous convaincre que la biodiversité est une bonne chose.,C1
132,La diversité linguistique n’a malheureusement pas bénéficié de la même publicité.,C1
133,"La diversité occupe une place centrale dans la théorie de l’évolution, car elle permet à une
espèce de survivre dans des milieux différents et l’uniformisation présente des dangers pour la survie à long terme d’une espèce.",C1
134,"(...) Si la multiplicité des cultures est une condition nécessaire pour un développement humain réussi, alors la préservation de la diversité linguistique est essentielle, puisque les langues écrites et orales sont le principal mode de transmission des cultures.",C1
135,L’immense majorité des langues serait-elle condamnée à disparaître à court terme?,C1
136,Les linguistes estiment qu’un idiome ne peut survivre qu’à condition de compter au moins 100 000 locuteurs.,C1
137,"Or, sur les quelque 6 000 langues qui existent actuellement dans le monde, la moitié comptent moins de 10 000 locuteurs et un quart moins de 1 000.",C1
138,"Depuis qu’elles se sont diversifiées, au moins 30 000 sont nées et se sont éteintes, souvent sans laisser de trace.",C1
139,A cette très grande mortalité correspond une durée moyenne de vie relativement courte.,C1
140,"Rares sont celles qui, comme le basque, l’égyptien, le chinois, le grec, l’hébreu, le latin, le persan, le sanskrit, le tamoul et quelques autres ont soufflé leurs 2 000 bougies.",C1
141,"Ce qui est nouveau, en revanche, c’est la vitesse à laquelle elles périssent en ce moment.",C1
142,"En remontant dans le temps, on s’aperçoit que le déclin de la diversité linguistique a été considérablement accéléré par les conquêtes colonialistes européennes qui ont éliminé au moins 15 % des langues parlées à l’époque.",C1
143,"(...) La naissance des Etats-nations, dont l’unité territoriale était étroitement liée à leur homo- généité linguistique, a également joué un rôle décisif dans la consolidation des langues adoptées comme nationales, et la marginali- sation des autres.",C1
144,"Déployant de gros efforts pour instaurer une langue officielle dans l’éducation, les médias et l’administration, les gouvernements ont consciemment visé l’élimi- nation des langues minoritaires.",C1
145,"Ce processus d’homogénéisation s’est renforcé avec l’industrialisation et le progrès scientifique,
qui ont imposé de nouveaux modes de communication, rapides, simples et pratiques.",C1
146,La diversité des langues a été alors perçue comme une entrave aux échanges et à la diffusion du savoir.,C1
147,"C’est ainsi qu’à la fin du XIXe siècle, est née l’idée d’une langue universelle (on a même songé à revenir au latin), qui a donné lieu à une prolifération de langues artificielles.",C1
148,"Le volapük a été la première d’entre elles, tandis que l’espéranto a connu le plus vif succès et la plus grande longévité.",C1
149,"Plus près de nous, l’internationalisation des marchés financiers, la diffusion de l’information par les médias électroniques et les autres avatars de la mondialisation ont intensifié la menace qui pesait déjà sur les « petites » langues.",C1
150,Une langue qui n’est pas employée sur Internet « n’existe plus » dans le monde moderne.,C1
151,Le rythme d’extinction des langues a ainsi atteint des proportions sans précédent dans l’histoire : 10 par an à l’échelle mondiale.,C1
152,"Selon les pronostics, de 50 à 90 % des langues parlées aujourd’hui mourront au cours de ce siècle.",C1
153,Les conséquences de la disparition des langues sont graves à plus d’un titre.,C1
154,"Si nous devenions tous uniformément monolingues, notre cerveau en serait affecté, au point de perdre une partie de notre créativité linguistique innée.",C1
155,"C’est une nouvelle façon de rechercher ses ancêtres qui fait fureur dans les pays anglo- saxons, fondée non plus sur l’étude des registres d’état civil, mais sur l’analyse de l’ADN.",C1
156,"Des laboratoires, aux Etats-Unis et en Grande- Bretagne, proposent des tests permettant d’identifier ses ancêtres lointains, sa région d’origine ou son groupe ethnique.",C1
157,"Pour la première fois, des techniques qui servent à pister les criminels ou à déterminer la paternité d’un enfant sont utilisées à des fins de loisirs.",C1
158,"C’est une révolution dans le petit monde feutré des généalogistes, mais aussi dans le monde tout court : grâce aux recherches menées depuis vingt ans sur le décryptage du génome humain, il est désormais possible de reconstituer l’histoire d’une famille non plus en épluchant les archives de l’état civil, mais en déchiffrant les chromosomes.",C1
159,"Cette technologie proche de la biométrie étonne autant qu’elle inquiète, car elle associe étroitement l’identité et l’hérédité.",C1
160,"Elle pose de troublantes questions sur la notion de race, que l’on croyait disparue du vocabulaire scientifique, et pourrait fournir à la police ou à n’importe qui des outils d’inquisition d’une précision diabolique.",C1
161,La quête de ses racines par la biologie attire en tout cas des amateurs de plus en plus nombreux.,C1
162,"Depuis cinq ans, une dizaine de laboratoires aux Etats-Unis et au Royaume-Uni se sont lancés sur ce marché en proposant des analyses de pedigree pour quelques centaines d’euros, moyennant l’envoi par la poste d’un Coton-Tige imbibé de salive.",C1
163,"A condition d’avoir signé un formulaire autorisant l’enregistrement de leurs données dans un fichier sécurisé accessible sur Internet, les clients peuvent accéder à la liste des personnes ayant le même profil génétique, avec lesquels ils sont susceptibles d’avoir des liens de parenté.",C1
164,Comment les biologistes parviennent-ils à déchiffrer l’ascendance d’une molécule d’ADN ?,C1
165,"Les gènes humains sont pratiquement identiques d’un individu à l’autre, à l’exception des variations responsables de nos différences individuelles – couleur des yeux et de la peau, forme du menton ou du nez... – qui ne représentent que 1 % seulement du génome.",C1
166,"Mais il existe aussi des régions « non codantes » de l’ADN, qui ne correspondent à aucun gène ni à aucune fonction connue.",C1
167,Là se produisent des mutations qui se transmettent d’autant plus facilement qu’elles n’ont aucune incidence médicale et qu’elles échappent aux remaniements chromosomiques qui se produisent au moment de la fécondation entre les gènes du père et ceux de la mère.,C1
168,"Ces marqueurs génétiques constituent des signatures uniques, comparables aux empreintes digitales, qui passent, telles quelles, de génération en génération.",C1
169,Deux personnes dont le génome porte le même signe distinctif ont donc forcément un ancêtre commun.,C1
170,"La génétique ne se contente pas d’établir des filiations, mais elle peut aussi les situer dans le temps : certaines régions du génome ont un taux de mutation régulier et permettent de déterminer approximativement l’apparition de tel ou tel marqueur.",C1
171,"L’ADN peut se lire ainsi comme une sorte de calendrier où est inscrite l’histoire des origines de l’homme, comme celle des migrations, des invasions et des colonisations.",C1
172,"Le code-barre génétique qui caractérise toute personne et qui est utilisé pour les enquêtes criminelles, les recherches en paternité ou le dépistage de maladies, serait-il en passe de révolutionner... la généalogie.",C1
173,"La génétique pourrait fort bien, dans les années qui viennent, devenir un outil simple, fiable et peu cher pour que tout un chacun connaisse mieux ses origines, proches ou lointaines.",C1
174,Comme s’ils étaient des bagages portant les étiquettes des différentes escales des voyages de nos ancêtres et qui se transmettent de génération en génération.,C1
175,"Le principe d’une étude génétique généalogique est de repérer ces étiquettes, de les lire afin de caractériser des populations.",C1
176,"Plus les marqueurs sont nombreux et fins, plus on peut caractériser de groupes d’individus différents.",C1
177,Les statistiques entrent aussi en œuvre puisque le pourcentage relevé de tels et tels marqueurs signe le mélange des origines.,C1
178,"On est ainsi capable aujourd’hui, avec une fiabilité raisonnable, de donner un « profil type » pour, par exemple, les Européens, les Indiens d’Amé- rique, les Ouest-Africains, etc.",C1
179,"Au fur et à mesure que les bases de données vont s’enrichir, les comparaisons pourront se multiplier et s’affiner.",C1
180,"A côté de ces recherches « universitaires », un marché industriel et commercial est né.",C1
181,"Descendante d’esclaves de Jamaïque, elle a identifié, par des recherches généalogiques classiques, une arrière-arrière-arrière grand-mère écossaise.",C1
182,"Untel, qui a découvert qu’il avait du sang indien, demande à être reconnu membre de la tribu... et à bénéficier des avantages liés à ce statut.",C1
183,"Un autre, parce qu’il a en partie des origines afri- caines bien qu’étant blanc de peau, demande à percevoir une bourse réservée aux élèves noirs.",C1
184,"Une troisième, dont l’analyse génétique révèle qu’elle est à 89 % d’Afrique subsaha- rienne, 6 % européenne et 5 % est-asiatique, se demande comment utiliser au mieux de ses intérêts cette répartition...
Des évolutions techniques qui remettent sur le devant de la scène la question de l’identité raciale.",C1
185,"« Dans notre société de l’accomplissement personnel, le travail est devenu l’un des principaux vecteurs de la réalisation de soi », confirme le sociologue Vincent de Gaulejac.",C1
186,"Au point que même lorsque nous occupons un emploi qui ne nous passionne pas, nous cherchons à y trouver un intérêt.",C1
187,Notre conception du travail est désormais intimement liée à une notion d’enrichissement personnel.,C1
188,"« Idéalement, nous aspirons à mettre à profit une part précieuse de nous-mêmes pour en tirer un revenu confortable,constate un journaliste.",C1
189,"» Car dans la réalité, « ce qu’un employeur attend d’un salarié, ce n’est pas qu’il se fasse plaisir – même s’il l’y encourage –, mais qu’il contribue à la rentabilité de son affaire, l’un n’étant pas toujours compatible avec l’autre », observe Vincent de Gaulejac.",C1
190,"« C’est parce que nous y mettons beaucoup de nous- mêmes que le travail nous expose à la déception », poursuit le sociologue.",C1
191,Exercer le métier de son choix mais dans de mauvaises conditions est un autre motif d’insatisfaction.,C1
192,"Françoise, infirmière en hôpital psychiatrique : « On nous demande d’améliorer les relations avec le patient, d’être plus rentable dans le soin, et on supprime des postes.",C1
193,"» Les situations qui engendrent des conflits intérieurs sont nombreuses : ne pas parvenir à équilibrer travail et vie privée (les femmes savent à quel point cet exercice est délicat), se trouver face à un dilemme entre sa mission et ses valeurs... Georges, ancien directeur des ressources humaines dans une entreprise de télécommunications, a ainsi été contraint de procéder à des licenciements qu’il désapprouvait.",C1
194,"« Ce qui nous réjouit, à la fin d’une journée de travail, c’est d’avoir pu amener une amélioration dans la vie de quelqu’un, affirme un journaliste.",C1
195,L’industrialisation a rendu plus abstrait ce sentiment d’être utile.,C1
196,"Contrairement aux artisans d’autrefois, qui connaissaient leurs clients, les ouvriers, par exemple, ont perdu le bénéfice de connaître ceux qui profitent de leur production... » Pour résumer le journaliste, aujourd’hui encore, deux conceptions du travail s’affrontent : schématiquement, celle héritée de la classe ouvrière, pour qui travailler n’est qu’un moyen (de nourrir sa famille, de s’offrir du temps libre), et celle héritée des classes moyennes, qui l’envisagent comme une fin en soi, une condition indispensable au bonheur.",C1
197,"En ces temps de difficultés économiques, la première vision a tendance à l’emporter, on se réjouit d’avoir du travail !",C1
198,"Un pragmatisme qui n’interdit pas de vouloir améliorer sa situation professionnelle, sans attendre pour autant qu’elle la comble totalement.",C1
199,"« Remettre le travail à sa juste place est vital, certifie une psychanalyste.",C1
200,"Il faut accepter le fait que le travail idéal n’existe pas, que la vie professionnelle n’est pas tout et que l’on ne peut pas tout avoir en même temps.",C1
201,» Ce qui manque à notre travail peut et doit être cultivé ailleurs.,C1
202,La question de la place du travail dans la société est aujourd’hui plus vive que jamais.,C1
203,Le développement des technologies a permis une augmentation impor- tante de la productivité et a soulagé les hommes de nombreuses tâches ingrates ; pourtant le travail oc- cupe encore une très large place dans nos existences.,C1
204,"D’après un économiste nord-américain, le travail est sur la pente d’un inexorable déclin.",C1
205,"Du fait de l’auto- matisation et de l’informatisation, une large part des emplois dans tous les secteurs d’activité est amenée à disparaître et à rendre inutile une large partie de la population active.",C1
206,"Face à ce problème social, il préconise de réduire le temps de travail, de repenser la distribution des richesses autrement que sur la base de la production et de développer davantage l’éco- nomie sociale et la sphère associative qui œuvrent au bien-être d’autrui.",C1
207,"Une vision qui rejoint celle de la sociologue française Dominique Méda : elle en appelle à relativiser la place du travail dans nos sociétés au profit des activités sociales et politiques, qui développent l’autonomie et la coopération.",C1
208,"Non, soutient le rédacteur en chef d’un magazine économique qui, chiffres à l’appui, fait état de l’excellente productivité des Français.",C1
209,Et la réduction du temps de travail est-elle suffisante pour mieux répartir le travail ?,C1
210,N’est-ce pas toute une échelle de valeurs et un mode de vie qu’il convient de construire ?,C1
211,Ne pourrait-on pas concevoir une société où chacun serait libre de choisir de travailler plus ou moins ?,C1
212,"Les défenseurs de la décroissance invitent pour leur part à consommer moins, à travailler moins et à réformer en profondeur les modes de vie et notamment notre consommation.",C1
213,"Une question de survie expliquent-ils, pour réduire l’impact écologique et le prélèvement des ressources naturelles, mais aussi une volonté de promouvoir d’autres valeurs : l’altruisme, la coopération, le loisir... Outre que cela favoriserait notre épanouissement, un peu de paresse sauverait-il le monde ?",C1
